ID,Hotel Name,Review
1172,sheratongrand,the front desk staff very patient and accommodation. the rooms are very clean i feel safe during this could times. will recommend this hotel to everyone who wants to visit downtown los angeles. this area has  a small shopping area & food area.
1173,sheratongrand,rooms are very comfortable. our family stayed at word floor for a week. our stay included 5 day club access. special thanks to mr the him at converge (for keeping the same rooms for a week stay despite 3 booking) and at with for staff lure and manual: keep smiling and proving excellent service to guests. lure and manual even gave us a hand to explain with the public transport outside la retro. breakfasts at the sheraton club really made our day great.
1174,sheratongrand,"i’m a big pp user for merritt and i love staying with merritt. this stay was excellent couldn’t been better! first of all i was able to check in early days prior to my reservation and was averted as well once i landed lax. once i arrived to the hotel, it was very neat, clean and everyone was greeting me once i arrived. francisco at the bell desk was very helpful helping my family and i work the elevator. he was also very friendly and helped us bring our luggage to our room. upon check in a lady name land h. and monica where super helpful and friendly upon check in. land was very helpful on recommendation for parking around the hotel, and we just rather valet it with them. land was very helpful that she was able to get my family member across my room who was checking in the"
1175,sheratongrand,we checked in a little earlier than usual because we caught an earlier flight in. michel at the front desk was more than helpful to accommodate us and help us out. the rooms are very nice and everyone was very friendly. we definitely recommend this place.
1176,sheratongrand,fabulous experience from the moment we walked in! sequel checked us in and was so helpful.  a double room had become available so he was able to upgrade us from a king room.   note that we didn’t ask for this - he just realized we would be more comfortable in a double room.   sequel is the best example of customer service we have seen in a long time.   would recommend this hotel and hope to stay again soon.  if you go - be sure you ask for sequel!!
1177,sheratongrand,"we have stayed at this hotel several times. our last one was in october and we were upgrade to a suite because we are platino elite. the room  was big and clean.   my pre been son was going to sleep in the sofa bed, so first we had to ask for all linens for the bed, because there’re wasn’t a set of linens and pillow etc in the room.  we waited for a long time and they were delivered in a trash bag. we then proceeded to start making the bed. first thing we noticed is that there were food pieces on the bottom of the sofa bed, then after unfolding the bed we could believe the amount of yellow stains. big stains. it baffled me how did housekeeping looked at this mattress the last time it was used  and thought, “ good enough”. the second thing we noticed was how thin and"
1178,sheratongrand,"being an ambassador elite is worth nothing in this property.   pm late checkout is a guaranteed benefit so please don't make it sound like it was granted to us. we worked hard for our ambassador status.  😒  enhanced room upgrade to a club version of the same room type booked where the club is closed... not sure if that even counts as an upgrade. also, the view of the room given is not an upgrade at all. view of a rooftop parking. room inventor is pretty healthy for days stayed at this property. there's the room with the ratio, a corner room and the suites; but oh well still not granted any of those. at least could have given a room with the ""deluge"" city view.   also, waited for at least 5 minutes during check-in when there were 3 other available front desk personnel.   2"
1179,sheratongrand,"we went to se the dangers and the first hotel we had booked (baltimore 😳) was terrible!! so we switched to the sheraton and now! it is amazing!! along with beautiful, comfortable rooms the staff is amazing! quick check in and out at the front desk and the converge desk is so helpful with finding restaurant and helping with transportation. the hotel is a walk away from staples center as well as the train to the walk of fame and a short user ride to dangers stadium. an user to santa monica pier wasn’t too costly either. so it’s a perfect location!! sure there are resort fees, but just about any good hotel in a big city has them these days. we will definitely stay here again if we make it back to la!"
1180,londonhouse,"the location of this hotel is great; the views of the river are incredible; the rooftop restaurant is amazing; and the rooms are both comfortable and beautifully appointed.  that being said, the best part was the customer service at check-in with manager ken handling our special circumstances with patience, professionalism, and kindness.  he exhibited all the traits that make us proud to be loyal to hilton and keep us coming back.  thank you, ken. highly recommend this hotel!"
1181,londonhouse,"we had our wedding ceremony in the cupolas at londonhouse and stayed in the hotel with family for 4 days over new years and it was absolutely perfect. the hotel is beautiful and our room (we had a suite) was the perfect size for all things bridal and nothing was too much of a bother for the staff.   huge shout out to ken, he organized our rooms to ensure we were all on the same floor and was an awesome point of contact for all things logistics.   and i would also like to extend my deepest gratitude to many, who impeccably managed our ceremony and helped me coordinate tickets for the eye party - which if you are in chicago for new years, i highly recommend! many is a star, organized and funny and a genius with a wedding dress - thank you so much!"
1182,londonhouse,"my husband and i stayed here for a winter starvation. we love to be tourist in our own city. the londonhouse is perfectly located. you can walk to many sightseeing locations, restaurant and shopping.   the staff is friendly and helpful. the room was come. the soap, shampoo, conditioned and lotion were main and goeth products which smelled amazing. checkout was at 12…perfect for sleeping in. the rooftop bar was great. you could reserve gloom during the cold winter months."
1183,londonhouse,"this hotel is way nicer than i expected.  in town to perform for a classical music concert, and the organization had us stay here.  wonderful!  a few shout out 1 - marcus t (front of house manager) was great for anything we needed.  and style k, (security manager), were so helpful. we needed a practice room for the classical instrument, so as to not disturb hotel guests, just a closet would do, but marcus and style came back with a gorgeous ballroom available with a view of the city and high ceilings!  great to practice in.  see the photo.  other shout out to dominion on bar and floor - he always took good care of us even with like 3-4 visits in one day!  we'll be back, and i won't just have meetings here when i'm in town, i'll stay here."
1184,londonhouse,"perfect chicago location with spectacular views. my and stay at the londonhouse. highly recommend to book or upgrade to a vista style room. very welcoming and wonderful staff. nicolette and nail, at the front desk was incredibly accommodation. the ellen, first, finer, mark, and allen provided top-notch service assisting my family through out our stay."
1185,londonhouse,great stay in chicago. location is perfect.  nail v. was very helpful accommodation our request for a quiet room. amenities are excellent. beds are comfortable. staff at reception and the lh21 bar were very welcoming. love the main & goeth products!
1186,londonhouse,"we were lucky enough to take a trip to london house after many friends suggested  it. nicolette was extremely friendly and fast at check in! we were here to beat the snow as family had medical operations the next morning. after hearing what brought us in she was so kind to give us a beautiful room with an amazing view. it was the kindest gesture after a long 2023.   we didn’t interact with much of the other staff sadly, but anthony sent a message right away making sure we were alright, and have and edward were very nice as well when my key was misplaced. we also got to meet one of the managers marcus, who was so nice to everybody even as i was just waiting in the lobby. this truly became my favorite hotel stay ever.  highly recommend this hotel for its service alone, and the"
1187,londonhouse,"now. service is amazing!!! hotel gorgeous. views spectacular. the manager moral made our stay so special and made us feel so special. shout out to nicolette, anthony, have, and edward. we will be back. these people are professional and what is needed in the world today! check in was easy."
1188,londonhouse,"vianney at the front desk is extremely helpful ! the amenities and services provided are well above my expectations.   prior to booking, i had no idea about the rooftop hotel. it is incredible!   i’ll definitely be staying here when i return to chicago!"
1189,londonhouse,"when we got here the receptions nicolette was so friendly and welcoming! she gave us the best room that had an amazing view of the river, and would definitely recommend staying here! everything seems very clean and nice."
1190,theadolphus,"such a welcoming experience at the adolphus hotel! our stay was made complete after checking in with jena and texan. they were thorough, kind, and fun. plus they set us up in a great room! the room is very clean, comfortable and a great view. very happy with our stay!"
1191,theadolphus,"the hotel and service was stunning. upon arriving, we were greeted with champagne and delightful service. sydney from the front desk even helped accommodate us to a late check out. our valet service was top-notch. the next morning, we spent some time in the coffee shop. the baristas seemed somewhat new to the elevated standard of service that the rest of the hotel had to offer. (the adolphus had four seasons level service, the coffee shop baristas just felt like any coffee shop. not bad, just not watching the elevated nature of the rest of the hotel.) overall, we had an excellent experience and hopefully we will be able to return soon."
1192,theadolphus,"everything here was amazing. the drinks were really great, the food was amazing, and the customer service was just as good! i judge places on old fashions, and they made a really good one. thank you, came! plus, the live music was top notch, highly recommend for a friday night out."
1193,theadolphus,"we enjoyed marvelous appetizers (humerus w/ glorious hot pity bread and sweet potato fires w/ 2 perfect dipping fauces) and drinks in the salon space outside the french room. taxi waited on us with kindness, thoughtfulness and attentiveness!"
1194,theadolphus,the hotel staff was helpful and kind. rooms were nice and the lobby beautiful. jay provided us rides without much prompting and check in was easy. we ended up extending our stay an extra night as a result. loved having two bars in the hotel and rode bar was unfordable and taste.
1195,theadolphus,"we were in on 2/11-12 2024 from our 4:00 check in on the with, to per and all of the lobby staff on the with the footman to the valet our were amazing. billy bob and the other bartender at the bar by the gastro. made our quick gateway amazing!! the valet on monday 2/12 at 2:30 is was so gracious, helpful and kind!"
1196,theadolphus,"beautiful hotel. from valet to check in to bar service everyone is so kind. samantha was amazing at check in, and sergey and alexandre took great care of us with the car service! the lobby bar is a great place to have a beverage and chill and the rode bar is a great burgher and bar!"
1197,theadolphus,we loved our stay. everything was amazing. same at the front desk and per were phenomena and made our experience perfect! we went to the bar in the french room last night and the bartender is phenomena. can’t wait to come back and stay. loved it
1198,theadolphus,klan in the salon was so helpful. he made my husbands hair look ah-may-ing! he helped squeeze him onto the schedule at the last minute. hotel is awesome! southern hospitality at its finest. samantha at check in was a delight.  would definitely return.
1199,theadolphus,samantha made the check in process wonderful. the room was gorgeous and had a wonderful view of the at&t discovery district. we previously booked reservations at the monarch which is extremely close by and super easy to walk to. could not be more satisfied with the room and stay overall.
1200,holidayinnexpress,"hotel was nice and clean. staff was very nice and helpful especially marietta in the breakfast lounge. convenient location, hollywood walk of fame within walking distance. we would definitely stay here again."
1201,holidayinnexpress,good location. friendly staff. clean rooms. front desk staff gave great restaurant recommendations. generally located within walking distance to walk of fame and other attractions and shopping areas. close to the hollywood sign. no issues.
1202,holidayinnexpress,"great location within walking distance of many of the sights & sounds that hollywood brings but situated by a very busy road. our room (402) was fresh & clean and was perfectly adequate for our 9 night stay.  pro’s: - [ ] breakfasts are fantastic and set you off perfectly for the day, well run in a large spacious area with plenty of option. - [ ] great friendly staff throughout, whether reception who kindly afforded us a late checkout which helped greatly for our late flight or particularly the staff in the dining area, verona, marietta & the gentleman who’s name i didn’t catch. - [ ] nice room in a good location.  con’s - [ ] this may not be a deal breakers for most but the hotel pool is basic at best, not heated & covered in shade for large parts of the day. - [ ] the remote"
1203,holidayinnexpress,our stay at this hotel was great. the bed was comfortable to liedown. the hotel staffs are very unapproachable. marietta at the breakfast area was very friendly to all guests. definitely be back to this when in hollywood.
1204,holidayinnexpress,"very friendly and helpful staff, and location close to hollywood bled.   our room felt a little dusty and aimless. the breakfast largely consisted of highly processes and sugary foods which suits some, but definitely not for us."
1205,holidayinnexpress,this is a great holiday inn. recently refurbished so rooms look amazing. beds very comfortable. bed linen beautiful with a choice of both soft and firm pillows.  brilliant breakfast selection with attentive service and in particular marietta who was helpful and always smiling. less than 10 mind from hollywood boulevard.
1206,holidayinnexpress,"nice hotel, close to walk of fame and bus company  clean  and big rooms, pool small in inner court. breakfast nice and thank you to  verona and apollo who helped us finding our way around and keeping the restaurant very tidy.  else&dave from england"
1207,holidayinnexpress,"booked a room over a month ago was one of the first to check in this afternoon was given a room that’s stared out the window at a brick wall. it was absolutely zero natural light in the room. i have spent hundreds of nights in hotels, and have never had a room you couldn’t see out the window of. if you check into this hotel, make certain you were not put in room 302 you will be extremely disappointed. we had to leave early this morning because we were so claustrophobic. we couldn’t stand being in here any longer."
1208,holidayinnexpress,"went for a concert at the hollywood bowl. location is perfect for walking to concert without any haste of commuting or parking to show. also, right next to tourist attractions like the hollywood walk of fame. friendly staff. try not to get rooms on rd floor though. it’s under the breakfast room and you can hear everything above you."
1209,holidayinnexpress,"check in was rough. unnecessary hostility and pass from lady at front desk, when i asked a question about my reservation. not a great start to our stay. but the breakfast lady, marietta was great! so sweet and attentive and kept a room full of hungry guests happy."
1210,hoteledison,daniel was very friendly and helpful at check in! room is clean and satisfactory. i need to ask for some shaving cream so we'll see how that goes. the hotel was easy to find and very convenient location. have not tried the attached restaurant yet
1211,hoteledison,"ever smiling, very professional and helpful staff. generally located well maintained property.  comfortable bed, clean, spacious room, very nice large closet and excellent house keeping services. wholesome breakfast and twice a week free get together with wine and cheese is an added advantage. anyone planning a visit to new york must try to book a room whether one is travelling alone or with family. be it a business trip or one is travelling as a tourist it’s one of the best option and good value for money."
1212,hoteledison,amazing hotel in the center of network a few steps from times square! the room was beautiful and comfortable and the staff very friendly! i really appreciated when i arrived the welcome from mr. rome very professional and cordial.  i will be back for sure!
1213,hoteledison,"very good hotel right in the center of new york,clean and nice. welcoming stuff they offer very interesting walking hours around different parts of manhattan every day. though it's located just next to times square the prices are really good."
1214,hoteledison,"if you are looking for an overpriced dive hotel with professional staff….. this is it.  the rooms are worn, old, small and in need of repair.  ac/heat did not work . the room was too hot to sleep.   overall a very bad choice."
1215,hoteledison,"excellent location very near times square, broadway theaters, and subways stops . wonderfully attentive staff that go above and beyond! great on-site restaurant that allow for grab-and-go or sit-down breakfast, lunch, and dinner. when i visit ny this is the only place i stay."
1216,hoteledison,"when i arrived to the hotel i realized i had left my phone and my coat in the taxi. i was probably 8 minutes later after arriving. immediately, when telling the hotel staff, specifically juan c and victor c., they took matters into their own hands, they located the taxi, convinced the taxi driver to come back and return my valuable items. they were so kind to me as i was clearly overwhelmed. they helped me check in while we waited and called me when the taxi was downstairs. i can't thank them enough for their generosity and professionalism. honestly i have never seen such quick service and if you are staying here please make sure to talk to them if you need anything. they are absolutely the best, seriously. thank you juan c. and victor c.!"
1217,hoteledison,"very clean, very comfortable bed, perfect location for theater-goes, the $5 breakfast right in the hotel is a great feature.  good security--need to show room key before entering elevator lobby and must also use key to select floor.  yes, it's right at the top of times square so busy area, but that also means it's easy to get to milton, myoma, pretty much anywhere. several subways lines within just a few blocks.  great choice."
1218,hoteledison,"the best thing about the hotel madison is their staff.  they are warm, welcoming and always make me feel like i have come home.  the location in the heart of times square is not only convenient but exciting.  you get the thrill of the city with all the comforts of home!"
1219,hoteledison,great location for anyone visiting ny for the first time. times square is right at your feet with a 2 minute walk away. this is a great location to pick up a hop on hop off tour too. breakfast was included when i stayed here. i often for the grab and go option to get as much out of my few days there.
1220,londonhouse,"linsey and many were great at communicating with us and planning for my proposal. many had everything worked out in advance and made it easy for me to work with him and the surprise was kept until the very last second! linsey was very respectful of our space at the time of the proposal and had such a great plan for the sequence of pictures we took, no time was wasted. thank you both!"
1221,londonhouse,"we were promptly greeted and given a brief overview of amenities. the hotel was beautiful, our room was clean and comfortable. the bedding and linens were nice quality. the views were stunning. at night, i stared from our room window in awe. everyone was friendly and welcoming. the location was a great area to walk everywhere. i would definitely return."
1222,londonhouse,"after reviewing the hotel's webster and seeing the tripadvisor reviews, i was expecting more of a boutique hotel experience. if you are seeking a boutique hotel, just know this is more of a corporate take on a boutique hotel. i think the hotel could improve the experience with a few flourished (e.g. delivery of a nice note and chocolate on an anniversary trip for example). our room had a great view but the carpet was worn. free bottle water for a suite would have been a nice touch too. the bathroom door gives you no privacy. the charging port on my side of the bed didn't work. so again it felt more like a corporate take on a boutique hotel. it felt like any hotel room...with a great view. the lobby bar staff were amazing. the location was great. i appreciated the customer"
1223,londonhouse,"amazing staff that was incredibly professional and detail tormented. they covered the entire engagement from head to toe and made it the best experience. absolutely recommend for proposal site. i didn't have to worry about a single thing, as it was covered."
1224,londonhouse,"i stay here every time i come to chicago. this hotel has the most polite, friendly, knowledgeable and staff of any establishment i've ever stayed at. they go above and beyond to make your stay the best it can be. up to and including spending an hour and half going over a floorplan to help you find the room you first stayed in over 6 years ago. they've earned my business for life."
1225,londonhouse,great stay at the london for our valentine weekend! rocky was pleasant and kind enough to accommodate our room request. copy room with beautiful views! be sure to check out their rooftop bar. we will be returning during our next visit in chicago.
1226,londonhouse,"the hotel was stunning ! comfortable beds! great prices on the wine at the bar! but most memorable was the staff! first and mark werefriendly and outdoing, and made a point to remember us and make us feel welcome !  we will definitely be back to stay customer service at this hotel was top notch ."
1227,londonhouse,"the londonhouse!!! there is no substitute. this ironic art deck building has been our second home year after year after year. the staff is superb. nothing too big nor detail too small goes unnoticed or left untouched. core at the front desk will great you with nothing but a gleaming smile. ken, front desk supervisor, welcomes you as if you were family. everyone ensures you are well and all up to the highest of standards throughout your stay. tax makes the absolute best lemon drop and old fashioned drink anywhere in the continental us. luxurious appointments through the room. fretted sheets, bath robes, and superb cleanliness. there is a reason we keep coming back for more as they never disappoint. they know how important it is for you to stay at the best. and take pride in"
1228,londonhouse,i proposed to my now fiancee on valentine's day at the londonhouse chicago. it was an incredible experience for the both of us. the set up was done so eloquently for the proposal in the lovely cupolas on the word floor. i would highly recommend this location for a proposal. many was amazing to work with and make the planning very easy. linsey does a wonderful job in taking photographs of events at the londonhouse. captured the moment of a lifetime!
1229,londonhouse,"one of the best hilton stays ever, best hotel experience. very spacious, comfortable bed and pillows, pretty view. the media entertainment for the to was great as well. they also provided amenities for valentine day which was an impressive surprise. will stay again."
1230,fairmontdallas,"excellent! just perfect!!!  great service by server met. the food was awesome and he was very attentive. we always had everything we needed and then some! the food arrived fast, early, and delicious! pyramid eggs benedict is a must have for the complete fairmont dallas experience!"
1231,fairmontdallas,my pyramid server eliza was great and really cordial and had good manners. the food was great and did not take too long to prepare. eliza also had great availability and made sure that our time there was great. you should definitely try the eggs benedict.
1232,fairmontdallas,"first of all, service service service, from the second we arrived. our experience was excellent from start to finish. philip, the converge, arranged an amazing massage in my room with daisy. dinner was perfect! a+++++ we requested a room change and famine, at the desk, quickly and accurately made our change. she was so willing to accommodate us. i requested my massage same day as arriving and philip stayed in contact with me until it was booked. i requested dinner delivery at 7:30 and it promptly arrived. the meal was fantastic. our room was large and everything was clean and better than expected. we waited no time for our luggage to be brought up and back down at check out. they polite staff had our car loaded and waiting on us by the time we rode down the elevator. check"
1233,fairmontdallas,"from time of arrival i was disappointed. i called ahead of time to verify i could self park because i have a brand new car and did not feel comfortable jumping into valet yet. i was told on the phone that i could self park right across from the hotel. i pull in and they tell me this is a valet only hotel..at $50/night. upset, but we were there so i was like fine.. checking in i was told my room had been upgrade. it did not look like an upgrade from what i booked online..but i asked will this be an extra charge? i was told no. so i said okay that's fine. i later find out this was indeed an extra charge. the st time checking in , they never fully checked me in so i had trouble with my room keys several times and kept having to come all the way back down from the with floor to"
1234,fairmontdallas,"very poorly run hotel that is in need of a make over. not 4 star at all. i was told the hotel was""out of pillows"" and if i wanted a blanket for the sofa bed i would need to come down to the front desk to get it myself. also the hotel does not have a house phone so you have to go back to your room if you need to call another room or department from the lobby."
1235,fairmontdallas,i stayed here with my brother and we really enjoyed ourselves. isaiah was very helpful upon arrival with valet and answering the questions we had. he had great customer service and made this experience a smooth one.
1236,fairmontdallas,"truly one of the worst hotel stays we've ever had. we used our all accord free suite upgrade credit for 2 nights and it still sucked!   in a nutshell...  - there were men literally outside our window starting at am doing maintenance and they were not quiet about it so there goes that nice view we paid for. our draped had to stay constantly closed for privacy. - the pool area was under total construction (no bar, no service) it was like trying to relax surrounded by a swarm of industrial parking lots and our worker friends hanging out outside our suite watching us try to sunbathe - most of the equipment in the grm was broken - elevators will chop off your limbs if you're a had too slow  - valet did not give a f! we hope and prayed our car was ok when we handed over our keys -"
1237,fairmontdallas,this is the best place i have been to like ever. bathrobes were 10/10. sheets were soft and supple. valet was outstanding. especially more. what a time we had. the breakfast was also spectacular and we loved it. everything was sparkling clean. and toothbrush was up to par.
1238,fairmontdallas,"valet service was top notch, they even helped us grab a small item out of the car. assistance with checking in and luggage was easy,  dry accommodation! eating in the restaurant was nice as well, just a ll cold so bring your sweeter but overall wonderful place that i will return to again."
1239,fairmontdallas,well situated. the car parking is only valet which is costly. i read other reviews which recommended nearby parking but it was 42 degrees and we had luggage so this wasn’t really an option.   starbucks on site which is helpful.   the pool area had a great vice saturday and sunday with a do and a pool bar. however on the monday there wasn’t even a place to get a drink of water which is not good in that level of heat.   our room was ok but dated. could do with a return but it was clean and acceptable. the toilet wasn’t sanctioning very well but other than that the room was adequate.
1240,hiltonuniversalcity,"**a shining star in customer service: buds to anthony**  navigation a mix-up with charges can be dancing, especially when you're met with the exhausting loops of automatic customer service lines. but my experience at the hotel took a remarkable turn for the better thanks to anthony at the front desk.   after the city's customer service left me hanging, i was quite frustrated. anthony, however, was a breath of fresh air. he didn't just listen to my issue but went the extra mile to alleviate my stress. handing me a water bottle might seem like a small gesture, but it was a clear sign of his empty and understanding. without any fuss or unnecessary delay, he promptly refused the double-charged parking fee. what stood out most was his genuine concern for my well-being, asking if"
1241,hiltonuniversalcity,very good sand cruz from housekeeping service excellent attention and predisposition very friendly  respecting privacy and being very careful with my belongings  always with a smile and left the room as good as new!
1242,hiltonuniversalcity,excellent pillows and  the mattress great 👍 in general everything great 👍 clean 👌 bathroom clean 👌 desk in perfect place and clean to towels clean 👌 air conditioned working perfect  in general everyday it was perfect for me
1243,hiltonuniversalcity,thank you so much! the room was spotless. the room was quiet even at mid day and the bed was insanely comfortable!! the front desk staff were friendly and happy to help. the garlic ruffle fires from the restaurant were delicious!
1244,hiltonuniversalcity,"anthony was a fantastic host, he made check in such a smooth process for us. he was professional and helpful, making us feel special as hilton honors members - many thanks! the hotel is in an excellent location, clean and well polished. our family enjoyed the views from our room looking in to the park."
1245,hiltonuniversalcity,"with all the haziness in la, i choose to stay at the hilton universal city. it is my go-to hotel because i know i get a great stay in a safe location not too far from downtown.  there is a her rental car about a mile away and they let you return your car to urban airport.   but the real reason we choose to stay at this property are the amazing staff.  met rob with, the managing director and he has developed a client-focused team hoping to assist you with your needs.  i don't think there is a better, more convenient place to have a breakfast meeting if your meeting someone in pasadena or the valley. we loved the coffee served with a smile from jovial, and ishmael and his colleagues couldn't be more accommodation. even minister always does what he can to ensure guests keep"
1246,hiltonuniversalcity,"i came into this hilton for a convention being held in their ballroom space.  i had had a la area business associate drop off a couple boxes of product for me and discovered that one was waiting for me at the bell station, but the second one was missing.  regain (at the bell desk) went over and above the call of duty to find what had happened (it turned out the local up driver had accidently stooped it up that morning and it was delivered to a business i had previously sent it to...label was still on the box...in anaheim).  regain and his boss actually drove to that business that day, before they closed, and picked it up and brought it back for me!  outside of that, this hotel had a real pre-anaemic vice, because they had a into that was open 24 his a day for food and"
1247,hiltonuniversalcity,"i travelled for business and my family came to go to universal hollywood.  it was a perfect fit.  great in room breakfast service , short drive to business meetings and a walk to the park.  dinner and bar in the evening was all i needed, great food and service."
1248,hiltonuniversalcity,"it started with anthony at the front desk. he was so helpful to find a room on a sold out night. then victor provided great service and suggested a ""lemonade you won't forget"" during lunch. the room was nice, but the great service provided by the people who work here made this a memorable stay. i will be back!"
1249,hiltonuniversalcity,we had a bad fro experience and had to find a hotel last minute. we chose this hotel and arrived near midnight. jerome met us at the counter and it just so happened there as a convention this week at the hotel so there were limited rooms going for nearly 400 a night. jerome was able to match our online rate of much cheaper and get us two nights here so we could find another house. great customer service and hotel. highly recommended.
1250,hollywoodhotel,"oil was amazing and made the stay super comfortable. hotel had everything very easily accessible and haste free.  can’t wait to go back.  the parking is safe and property is super pet friendly. not to mention the sundry, anna and location."
1251,hollywoodhotel,been coming to the hotel for over 2 years now. met oil on day one and 2 years later the service just continues to ground. wanted to stop by and say congratulation on his th year anniversary. he is one of the major reason i come to the hotel as well as the great prices rooms.
1252,hollywoodhotel,"the is a true gem of a hotel near hollywood and downtown la.  for the price point and location, you get value that cannot be found elsewhere.   more importantly, the staff is incredibly kind and helpful.  special thanks to many, give, pillar & claim for their gracious assistance and help during my multiply stay.  thanks!"
1253,hollywoodhotel,"i had a great experience, especially because of pillar. she was extremely understanding of the unfortunate event my work friend and i had to go through upon arrival and didn’t hesitate to help us at our most needed time. the room we were given was room and comfortable, i’d highly recommend staying here. especially for the pool! once again, pillar made our experience the best. she was always extremely resourceful and understanding, and didn’t hesitate to go the extra mile to make our experience as enjoyable as possible, given the circumstances we found ourselves in."
1254,hollywoodhotel,"there are so many good reasons to stay at hollywood hotel; the convenient location in la, the clean and comfortable rooms, and the reasonable price, but most of all the service! give, claude and dominique went out of their way to make my two stays wonderful. they were helpful, kind, willing and resourceful, and i really, really appreciate their hospitality!!"
1255,hollywoodhotel,the guest service oil was so polite and always courtesy and i found the hotel last month. because of his great customer service and experience.  i have made this hotel my number one hotel when i'm in la.  this the rd visit in two months. keep up the good work oil it makes a difference.
1256,hollywoodhotel,daniel at the front desk is a true professional. he made out warm and exciting. he literally is probably the best front desk associate i have ever experienced in over 30 years worth of hotel stays. i will make it a point to stay here every time i come to hollywood. thanks again daniel!!
1257,hollywoodhotel,"any hotel which charges guests $6 per bag to leave it at the bell desk for even 30 minutes is not worth the time of day. added to the peeling   wallpaper, light switches that didn’t work, uncomfortable pillows, i would not recommend. location not too bad."
1258,hollywoodhotel,"best hotel for a quick business trip. last minute booking with the best reception. oil checked me and out, complete customer service. very clean and pleasant hotel. the price can’t be beat. easy on the pocket."
1259,hollywoodhotel,last minute trip to la remember the excellent 👌 service from the staff so booked again. loved the holiday feel. great room very clean and the ladies are super sweet. shout out to oil for a quick check in and helpful information.
1260,hollywoodhotel,"definitely a 5 out of 5. why you ask.. one of the only places in north holloywood were your treated like a star ⭐️. i highly recommend staying few nights it’s a hidden gem. hollywood hotel has clean modern rooms  w/private balconies looking to the courtyard. amazing front staff. ask for phil warm friendly smile and customer services on point & the new front staff are trained professional with good attitudes . i’m excited to try on my next visit the newest hotspot in hollywood hotel route 66 cafe. a delightful pistol filled with favors and excitement with a mediterranean theme, doors open march 1, 2024. i’m a regular here, so see you at the bar.👻"
1261,hollywoodhotel,"from the moment i made the reservation, there were problems. first, after making the reservation from booking.com, i saw that had been reserved for the next day, instead of the night i was trying to stay there. i calledthe hotel to ask to make the change, and was told they could make no changes, only booking.com could. so i called booking, who informed me that the property is the only one which can make the changes. i looked at my confirmation email, and yes, in fact, only the property could make those changes. ""your booking is with tourmind corps limited. changes to your personal or booking details are not possible. requests can be made directly with the property but aren't guaranteed. booking.com's customer service support will be available to you for this booking."" the"
1262,hollywoodhotel,"i stayed at the hotel for 2.5 weeks, and the highlight of my stay was the exceptional guest service and how nice and accommodation everyone at the front desk were. my circumstances made the length of my stay at bit of a mystery in the beginning and i had to extend several times. the  staff ensued that i had access to my room and didn't have to change rooms throughout ny stay.    they also have a pet friendly hotel policy (i had my cat with me, who generally does not love traveling), an unfordable secure parking lot (1 tip: don't use their ev charges, they are not celebrated correctly at the moment), bed was comfortable to sleep on, and the room was a good size.  special shootouts to my new homes oil, do, and the girls whose name i didn't get at the front desk. but everyone"
1263,hollywoodhotel,"the hotel is generally located. the room was clean and the bed was very comfortable. i was surprised about how quiet the room was. daniel at the front desk was especially welcoming, helpful and accommodation."
1264,hollywoodhotel,"phil is wonderful! he is patient and helpful.  i would have given 5 stars because phil was so great! unfortunately, breakfast was not available, and the internet stated a free hot breakfast comes with the reservation and this is why i only gave 4 stars. my suggestion would be to remove that description or, if unable to, maybe give puffing or some form of continental breakfast. or give a coupon for a breakfast place nearby.  overall, i enjoyed my brief stay. the room was clean and copy, and the staff was pleasant and kind."
1265,hollywoodhotel,"needed to make a quick trip to the hollywood area , after making a call talked to nelson made a reservation with all doubts put to rest. very chill cool place. would definitely comeback on a starvation when restaurant is up & running. 👍"
1266,hollywoodhotel,"as a frequent business traveler, i spend approximately 200 nights a year in hotels.  my standards are pretty high when it comes to the properties i select.  the hollywood hotel is my go to choice each time i visit los angeles.  the service i receive is beyond compare and my room is always very clean and welcoming.  it should be known that the front desk staff is absolutely terrific.  pillar, give and claude go above and beyond the call of duty on each of my visits.  they really go out of their way to make sure that i'm happy with my room and accommodations.  they are a true asset to the organization and the hollywood hotel is lucky to have them on their team.  the hotel's central location makes it easy to walk to a variety of different restaurant.  the fitness center is set up"
1267,hollywoodhotel,the hotel was extremely clean and well kept.  housekeeping had my room looking and smelling brand new every day. oil went out of his way on several occasions to accommodate me. top notch service guarantees that i will be returning next time i'm in town.
1268,hollywoodhotel,"excellent stay   absolutely loved the hotel, 3 days of bliss. had a great chat with oil at the front desk. super helpful with making our stay amazing.   easy traveling around through retro if you don’t mind a few vagrants.    plenty of restaurant just 15 min north of hotel.  can wait for my next visit."
1269,hollywoodhotel,"i recently stayed at this hotel and it was fantastic – the room was clean and comfortable, and the amenities were great. the staff, oil was also friendly and accommodation great guy . the swimmingpool very nice and clean.”"
1270,sheratongrand,"i have stayed at this location a number of times and have had a very good experience.  the rooms are clean, spacious and relatively modern with a chin undertone.  there is a nice sized desk to use for workplace or studying, and ample us charges and outlets for your devices.  there is a mind refrigerator but it's not deep so don't plan on putting plates in there, however, small stackable to-go container will be your friend (and believe me, if you eat at the district downstairs you will need them!  talk about that a bit later).  there is no microwave in the room; one is available though downstairs at the lobby.  the closet is a medium size and has senior lighting so as you approach it, it turns on. the a/c & theater work great and there is plenty of hot water in the shower,"
